loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,default,default_amount
2000,14.35,C,0,RENT,24000,23,1,999
6000,15.62,D,0,RENT,35004,24,0,0
35000,11.99,B,0,RENT,80000,37,0,0
10000,10.37,B,16,RENT,115000,49,0,0
10000,10,B,1,RENT,65000,22,0,0
15000,6.91,A,3,RENT,32960,27,1,6563
19000,11.14,B,12,RENT,65412,35,0,0
16000,11.86,D,0,OWN,86400,23,1,10532
6000,7.9,A,19,RENT,34000,38,1,2494
3000,6.99,A,1,RENT,62000,33,1,2024
6700,13.47,C,2,RENT,72204,22,0,0
6000,13.35,C,0,RENT,22800,25,1,2823
20000,14.09,D,2,MORTGAGE,65000,24,0,0
3000,12.68,C,6,RENT,55000,22,0,0
7000,,C,1,OWN,19200,48,0,0
10200,6.03,A,50,MORTGAGE,75000,23,1,7193
3200,11.99,B,4,RENT,33600,27,0,0
5650,,C,0,RENT,36000,26,1,2297
4800,12.87,C,0,OWN,28500,21,1,2641
6500,7.74,A,16,MORTGAGE,86044,43,0,0
12375,7.51,A,6,RENT,42000,26,1,7359
10000,12.68,C,0,RENT,30000,27,1,5723
4000,12.99,C,4,RENT,38400,22,0,0
16450,10.65,B,0,OWN,38400,33,1,7429
21600,12.99,C,36,MORTGAGE,280000,35,0,0
6000,9.99,B,3,RENT,74500,25,1,4131
9000,12.69,B,7,RENT,33000,21,0,0
5000,14.96,D,25,MORTGAGE,77004,24,0,0
4200,7.51,A,0,RENT,40000,21,0,0
7000,12.53,C,2,RENT,24996,28,0,0
6850,,B,6,RENT,42000,25,0,0
3000,10.08,B,0,RENT,36000,31,1,899
8000,,C,2,RENT,93100,34,1,4190
1500,10.36,B,7,RENT,45000,39,1,1011
5000,9.91,B,,RENT,38000,23,1,3575
12000,5.99,A,,RENT,35100,32,0,0
7200,15.27,C,,RENT,30000,29,0,0
4000,12.68,C,4,RENT,75000,29,0,0
11500,13.22,C,0,RENT,55600,39,1,6306
6000,11.86,B,2,RENT,36000,21,1,2913
7500,9.01,B,1,RENT,19440,43,1,4056
8000,15.21,D,6,RENT,50000,21,1,3265
6000,11.71,B,3,RENT,30000,24,0,0
8000,8.49,A,3,RENT,36000,31,0,0
15000,13.16,C,5,MORTGAGE,150000,35,0,0
2250,,A,7,MORTGAGE,86399,27,1,1122
10000,11.83,B,4,RENT,52000,31,0,0
13000,8.59,A,4,MORTGAGE,46800,23,1,5354
12000,12.21,B,1,MORTGAGE,46500,22,0,0
15500,10.99,B,6,MORTGAGE,51168,22,0,0
6000,,A,16,RENT,46200,21,0,0
11475,13.72,C,17,RENT,65000,30,0,0
3000,8.7,B,0,MORTGAGE,25000,36,1,1274
14000,12.84,C,4,MORTGAGE,60000,34,0,0
16000,10.37,B,1,RENT,64800,22,0,0
12000,15.58,D,3,OWN,78000,27,0,0
4200,16.02,D,8,MORTGAGE,38496,26,1,1193
6200,7.9,A,0,OWN,15000,21,0,0
5000,10.38,B,6,MORTGAGE,30000,23,0,0
6000,13.47,C,5,OWN,40000,25,1,2583
24000,13.47,C,0,MORTGAGE,100000,22,0,0
5000,10.36,B,4,RENT,42100,31,0,0
8400,,A,1,OWN,45500,28,0,0
5100,11.86,B,5,RENT,47133,29,0,0
14575,,A,2,RENT,38800,23,0,0
25000,17.99,E,4,MORTGAGE,72400,24,0,0
10000,9.63,A,6,MORTGAGE,102000,27,0,0
4000,14.59,D,26,RENT,34000,36,1,1967
3000,9.63,A,8,OWN,52000,36,0,0
12000,17.27,D,11,RENT,102000,30,0,0
2400,,B,4,MORTGAGE,69684,24,0,0
17000,16.89,D,4,MORTGAGE,75996,30,1,8680
13750,12.73,C,1,RENT,36000,32,1,4096
13500,12.21,B,3,RENT,68000,24,0,0
4000,5.42,A,12,MORTGAGE,53532,37,0,0
9000,14.17,C,3,RENT,34000,33,1,6617
35000,8.9,A,2,MORTGAGE,120000,29,0,0
14000,16.45,E,4,RENT,100000,24,1,4862
8000,6.03,A,6,RENT,57600,41,0,0
9000,12.68,C,4,RENT,60000,26,1,4003
6400,13.23,C,2,RENT,93500,24,0,0
15000,12.42,B,,RENT,60000,37,1,7815
15000,11.36,B,5,RENT,200000,31,1,10774
10000,16.29,D,3,RENT,83200,22,0,0
8000,14.11,D,2,RENT,37000,36,0,0
10000,12.53,C,1,RENT,30000,22,0,0
4000,7.66,A,21,MORTGAGE,43200,23,1,2112
8125,14.42,D,0,OWN,12000,27,1,5168
5600,9.99,B,11,MORTGAGE,90000,25,0,0
10800,7.14,A,6,RENT,77000,37,0,0
12000,12.98,C,4,MORTGAGE,90000,33,0,0
10000,8.94,A,8,RENT,62366.4,25,0,0
8000,14.96,D,2,MORTGAGE,64000,26,0,0
9000,13.49,C,0,RENT,30000,22,1,3587
6000,6.03,A,2,RENT,80000,31,0,0
14000,7.51,A,0,MORTGAGE,141996,25,0,0
9500,16.35,E,4,RENT,64000,38,0,0
4000,12.99,C,,MORTGAGE,21600,22,0,0
6000,14.84,D,19,RENT,86000,39,1,3725
12000,,C,1,MORTGAGE,90000,24,1,6944
15000,13.11,C,11,MORTGAGE,67619.72,51,1,6648
12000,16.77,D,5,RENT,68000,51,0,0
12000,11.71,B,7,RENT,38000,23,1,6020
3300,10.99,B,6,MORTGAGE,52000,26,1,1876
25000,13.24,D,16,MORTGAGE,200000,25,1,15769
13200,13.49,C,6,RENT,70000,32,0,0
8000,13.85,C,5,MORTGAGE,55000,23,1,2775
7000,7.74,A,1,RENT,52000,24,0,0
6400,,A,,MORTGAGE,51000,34,0,0
4800,12.98,C,0,RENT,48000,22,1,3240
6000,13.49,C,0,MORTGAGE,24000,25,0,0
6000,7.29,A,,MORTGAGE,36000,27,0,0
6000,6.03,A,2,MORTGAGE,62400,30,0,0
8000,7.9,A,6,RENT,50000,25,1,3851
4000,16.29,D,27,RENT,43000,27,0,0
6150,5.99,A,5,RENT,77385.19,24,1,3601
6000,,A,1,RENT,80000,22,1,2493
3000,10.01,B,8,RENT,58752,42,0,0
5000,10.99,B,14,RENT,60000,26,0,0
6300,9.62,B,4,MORTGAGE,60000,33,0,0
2500,7.14,A,11,MORTGAGE,24000,22,0,0
10000,9.2,B,1,RENT,77250,28,1,4098
30000,,A,26,MORTGAGE,144000,28,0,0
4750,10.25,B,5,MORTGAGE,49000,28,0,0
6000,7.14,A,4,MORTGAGE,100000,32,0,0
6800,10.59,B,0,MORTGAGE,41600,22,1,4134
15000,12.98,C,0,MORTGAGE,75000,30,0,0
5000,12.61,C,3,MORTGAGE,60000,30,1,2462
4000,13.23,C,2,RENT,43000,41,1,2723
8000,12.84,C,2,MORTGAGE,30000,29,0,0
4800,5.79,A,3,MORTGAGE,22800,23,0,0
3000,12.42,B,7,RENT,30000,32,0,0
2800,6.54,A,0,RENT,30000,22,1,1319
7500,10.71,B,0,RENT,79992,24,0,0
8500,6.92,A,7,MORTGAGE,60000,29,0,0
9500,6.62,A,11,MORTGAGE,43000,24,1,4483
9000,,B,3,RENT,42000,33,0,0
5000,10,B,3,OWN,36000,32,1,3005
6800,8.49,A,2,OWN,35000,39,0,0
12000,12.53,B,2,MORTGAGE,141000,24,0,0
8500,10.62,B,,RENT,26000,36,1,4711
15000,16.7,E,2,RENT,96000,33,0,0
7125,9.91,B,,MORTGAGE,36648,21,0,0
19000,,F,5,MORTGAGE,78000,23,1,9371
3000,7.49,A,2,RENT,30000,23,1,1450
3000,14.59,D,5,MORTGAGE,60000,25,0,0
6000,8.9,A,5,MORTGAGE,53808,22,0,0
15000,15.95,E,5,RENT,105504,23,0,0
2275,13.06,C,3,MORTGAGE,16000,23,0,0
1000,15.27,C,6,RENT,38000,26,0,0
5000,7.66,A,24,RENT,108000,23,0,0
18000,13.48,C,11,MORTGAGE,95000,27,0,0
21000,14.09,D,11,RENT,71219.2,26,0,0
15000,15.27,C,1,RENT,30000,22,0,0
15000,12.99,C,9,RENT,46890,26,0,0
28000,9.91,B,3,OWN,125000,24,1,12140
9050,7.29,A,2,RENT,45000,26,0,0
10000,,B,12,MORTGAGE,140000,27,0,0
23000,,B,3,MORTGAGE,57360,28,1,11112
12000,17.99,E,20,MORTGAGE,80000,49,0,0
2500,16.49,D,,MORTGAGE,70000,21,0,0
13000,13.11,C,2,RENT,30000,22,1,8304
12000,10.99,B,3,RENT,115000,26,1,5776
13000,10.25,B,18,MORTGAGE,105000,30,0,0
5000,5.79,A,13,MORTGAGE,111000,26,1,2362
6000,7.14,A,2,MORTGAGE,79800,29,0,0
15000,16.32,D,4,MORTGAGE,72000,22,0,0
1000,14.27,C,5,MORTGAGE,82000,26,0,0
8750,12.72,C,7,MORTGAGE,86610,24,0,0
6400,11.71,B,3,RENT,62502,22,1,3750
20000,,D,12,MORTGAGE,104000,28,0,0
16000,12.72,C,0,OWN,60000,28,0,0
5000,12.87,C,0,MORTGAGE,52800,26,1,2453
5800,7.43,A,1,RENT,41300,22,0,0
5000,8.49,A,29,MORTGAGE,131004,30,0,0
18000,10.25,B,12,RENT,66000,25,1,6890
10000,6.03,A,19,MORTGAGE,79200,36,0,0
7750,14.22,C,8,MORTGAGE,104000,28,1,2909
18500,13.61,C,2,RENT,55784,25,1,7865
4000,12.53,C,2,MORTGAGE,66125,25,0,0
10000,8.59,A,4,RENT,73000,32,1,5129
4200,,B,7,MORTGAGE,72000,27,0,0
15000,,A,2,RENT,55000,24,0,0
1600,13.99,C,1,RENT,60000,23,1,849
1200,6.76,A,4,MORTGAGE,48000,24,0,0
2000,,C,0,MORTGAGE,17280,30,0,0
5000,11.14,B,5,RENT,50000,30,1,2565
10000,14.46,D,0,OWN,43680,29,1,5473
20000,17.49,D,1,RENT,57012.8,22,0,0
11200,,B,12,RENT,42000,22,1,5222
4050,7.51,A,17,MORTGAGE,75000,31,1,1593
13000,6.54,A,13,RENT,61211.04,35,0,0
2950,,A,2,MORTGAGE,35000,24,0,0
10000,11.14,B,0,MORTGAGE,98400,23,0,0
7400,16.32,E,0,RENT,48000,25,0,0
15000,12.53,C,1,MORTGAGE,128500,25,1,9423
6000,13.92,C,7,MORTGAGE,96000,24,0,0
2500,10.99,B,12,MORTGAGE,50400,23,0,0
8000,11.71,B,8,RENT,85000,28,1,3479
10000,16.82,E,3,RENT,30000,29,0,0
12000,10.74,B,3,RENT,100000,41,1,8067
9000,13.61,C,0,RENT,60000,23,0,0
5600,6.54,A,24,OWN,39960,37,0,0
12000,6.62,A,4,MORTGAGE,82524,31,0,0
12000,17.58,F,2,RENT,65000,22,1,5653
15850,,D,5,OWN,55000,31,1,8391
2400,16.29,D,1,RENT,21600,22,0,0
9600,11.66,C,1,RENT,60000,29,0,0
9000,11.83,B,0,RENT,52000,21,0,0
4500,12.18,B,0,RENT,84000,25,1,3087
14500,8.94,A,4,MORTGAGE,98000,23,0,0
3850,9.62,B,2,RENT,49000,31,0,0
2000,9.32,A,5,RENT,56496,24,0,0
5000,12.53,C,36,MORTGAGE,105000,29,0,0
3500,9.99,B,6,RENT,47000,25,0,0
3300,,C,3,RENT,70000,21,0,0
7000,,C,1,MORTGAGE,55000,25,1,3229
4000,6.62,A,5,MORTGAGE,190000,29,1,1574
7675,15.33,D,6,RENT,65000,25,0,0
9000,15.31,D,8,OWN,44000,24,1,4508
8000,13.43,C,5,RENT,50000,27,0,0
20000,11.11,B,6,MORTGAGE,96000,26,0,0
20000,12.21,B,0,RENT,60000,27,1,10472
3000,7.12,A,1,MORTGAGE,60600,30,0,0
12000,10.37,B,3,MORTGAGE,145000,23,0,0
6000,11.89,B,2,RENT,35000,28,1,3881
10000,17.58,D,3,RENT,30000,27,0,0
8200,5.79,A,9,MORTGAGE,150000,25,0,0
14000,9.38,A,4,MORTGAGE,30000,21,1,10083
10000,6.03,A,14,MORTGAGE,120000,24,0,0
3000,,A,7,MORTGAGE,72000,24,1,1425
12000,12.53,B,12,RENT,75000,23,0,0
6000,,A,20,RENT,61000,25,1,2900
6400,7.88,A,8,MORTGAGE,52000,31,0,0
18000,12.18,B,2,MORTGAGE,93000,37,0,0
13350,14.59,D,0,RENT,56000,22,0,0
10000,7.51,A,2,MORTGAGE,100000,25,1,5665
10000,6.99,A,,RENT,25000,42,1,6062
15000,7.49,A,5,RENT,45000,23,1,7164
10000,7.29,A,,RENT,50000,24,1,4482
15000,13.47,C,6,RENT,53500,23,1,6843
8000,11.48,B,4,RENT,62000,33,0,0
3600,16.29,D,2,MORTGAGE,49200,44,1,1601
9075,7.49,A,6,MORTGAGE,85000,28,0,0
9000,12.69,B,0,RENT,45000,29,1,3789
6000,6.03,A,,MORTGAGE,75000,37,0,0
5500,7.74,A,1,RENT,40000,30,0,0
15000,,B,7,MORTGAGE,61000,41,1,8362
12500,7.29,A,4,RENT,50000,22,0,0
25000,13.75,E,5,RENT,75000,27,1,11677
4800,13.23,C,4,RENT,38900,35,1,2728
21600,17.27,D,2,MORTGAGE,58600,27,1,9332
4000,13.22,C,0,RENT,18000,25,1,2009
3300,11.71,B,1,RENT,44760,30,0,0
7000,11.34,C,2,RENT,40000,24,0,0
9800,10.25,B,7,RENT,93000,26,0,0
2800,,C,12,RENT,72000,36,1,1916
17000,11.26,B,5,MORTGAGE,74196,23,0,0
5200,10.37,B,7,RENT,60000,24,1,2672
3200,,B,7,MORTGAGE,39996,25,1,1666
20375,7.49,A,13,RENT,54000,23,0,0
10000,7.68,A,0,RENT,24000,27,1,4666
8000,,D,5,RENT,90000,22,0,0
6000,5.79,A,7,OWN,58000,30,0,0
6000,7.51,A,5,RENT,40000,22,0,0
4000,14.74,D,16,MORTGAGE,26004,29,0,0
6000,15.23,C,7,RENT,65000,23,0,0
7000,7.49,A,11,RENT,62000,25,0,0
6000,7.9,A,11,OWN,69600,45,1,2909
7200,8,A,5,RENT,83000,33,1,3177
10000,6.03,A,3,RENT,102000,30,0,0
5600,,A,6,RENT,38000,24,0,0
19000,13.49,C,3,MORTGAGE,115000,25,0,0
5400,15.23,C,2,RENT,18000,22,0,0
6000,9.91,B,1,RENT,57600,29,0,0
10000,9.32,A,0,RENT,110000,33,0,0
18500,16.02,D,8,RENT,50400,28,1,10145
20000,8.88,B,5,MORTGAGE,84996,32,0,0
2800,7.49,A,1,RENT,40000,22,0,0
6500,7.49,A,6,MORTGAGE,170000,35,0,0
9000,7.14,A,4,MORTGAGE,99000,27,0,0
11200,10.59,B,2,RENT,45000,23,1,5254
2000,14.26,C,5,RENT,30123,36,0,0
2500,12.53,B,0,OWN,30000,22,1,1624
5000,11.71,B,4,RENT,35000,24,0,0
21000,13.16,C,2,MORTGAGE,114000,33,0,0
2500,12.53,B,0,RENT,17352,25,1,1455
20000,7.51,A,,MORTGAGE,200000,44,0,0
10000,5.79,A,0,RENT,72000,26,0,0
10000,10.59,B,16,RENT,55000,23,0,0
10000,12.69,B,,MORTGAGE,50000,22,1,4611
14300,15.31,D,4,MORTGAGE,68500,44,0,0
8000,13.99,D,1,RENT,75000,25,0,0
15000,13.16,C,3,MORTGAGE,86000,24,0,0
7000,7.9,A,0,MORTGAGE,84000,31,0,0
5000,7.14,A,37,OWN,30000,30,1,2459
3300,11.71,B,1,RENT,75000,35,0,0
3000,10.25,B,6,RENT,27599,40,1,1353
11000,15.99,D,2,RENT,40000,22,0,0
2000,5.99,A,1,MORTGAGE,54000,48,0,0
3500,9.99,B,1,MORTGAGE,28800,24,1,2230
7000,11.14,B,5,RENT,18000,21,0,0
3000,9.25,B,7,MORTGAGE,90000,32,0,0
1400,11.86,B,0,RENT,4080,21,1,769
22000,7.51,A,25,MORTGAGE,52000,23,0,0
10000,7.51,A,2,RENT,72000,34,0,0
20000,16.77,D,5,RENT,53000,22,1,8083
12000,,B,7,MORTGAGE,74400,28,1,8688
7725,8.94,A,0,RENT,48000,30,1,3525
8000,,D,11,RENT,125000,35,0,0
7200,6.03,A,9,MORTGAGE,56000,23,0,0
7500,6.62,A,7,RENT,49000,22,1,4152
9000,12.72,C,10,OWN,39000,29,0,0
6600,11.97,C,2,RENT,54000,26,0,0
1500,16.29,D,0,OWN,48000,22,1,600
1500,7.14,A,4,RENT,19200,27,0,0
4800,14.91,D,4,RENT,33000,24,0,0
7500,12.73,C,8,RENT,26400,23,1,3794
6000,5.42,A,0,MORTGAGE,60000,24,1,1834
16000,5.99,A,12,MORTGAGE,39000,29,1,8706
17000,9.45,B,1,MORTGAGE,60000,22,0,0
6625,11.22,C,2,MORTGAGE,88000,23,0,0
10000,10.99,B,2,RENT,46999,26,0,0
11500,10.36,B,2,RENT,30000,27,1,8020
6400,10.65,B,7,MORTGAGE,76000,27,1,2836
6900,9.99,B,3,RENT,27000,27,0,0
10000,,A,26,MORTGAGE,85000,22,1,4083
15000,15.99,D,14,MORTGAGE,40000,22,1,7664
13050,,A,11,RENT,135000,24,1,7456
1500,11.12,B,11,MORTGAGE,83000,23,0,0
6000,15.96,C,5,RENT,98000,51,0,0
7000,5.79,A,2,MORTGAGE,96000,23,0,0
3500,,A,16,OWN,66000,33,1,2216
7000,9.99,B,3,RENT,35350,22,1,4593
5500,6.62,A,8,MORTGAGE,110000,25,0,0
14400,8.94,A,7,MORTGAGE,73000,24,0,0
6000,9.32,A,1,RENT,48500,23,0,0
17000,16.02,D,4,MORTGAGE,100079,22,0,0
10000,15.62,D,1,RENT,115000,37,0,0
3000,6.39,A,4,OWN,113500,34,0,0
5000,5.42,A,8,RENT,27000,21,1,2867
18000,8.49,A,1,MORTGAGE,48000,38,1,8357
16000,11.71,B,7,RENT,42494,24,1,7687
20000,14.09,D,4,MORTGAGE,75000,25,0,0
5000,12.99,C,2,MORTGAGE,68000,29,0,0
15000,7.51,A,4,MORTGAGE,65000,33,0,0
4000,16.77,D,6,MORTGAGE,45000,31,1,2519
5000,,A,2,MORTGAGE,50000,29,0,0
10800,16.29,D,6,RENT,48000,29,0,0
5500,11.11,B,3,RENT,33000,24,0,0
15000,13.49,C,5,RENT,100000,26,1,8111
5000,15.37,D,1,OWN,65000,22,0,0
8000,18.79,E,3,MORTGAGE,85000,32,0,0
6800,10.65,B,0,RENT,57000,28,1,2819
5000,5.99,A,5,MORTGAGE,35256,36,0,0
3500,10.25,B,1,RENT,33000,26,1,2440
8000,12.99,C,0,MORTGAGE,90000,24,0,0
10000,10.99,B,1,OWN,55000,22,0,0
8000,,C,12,MORTGAGE,110000,25,0,0
7000,8.94,A,2,RENT,40000,25,0,0
8500,15.7,E,7,RENT,50000,25,0,0
8250,7.51,A,3,MORTGAGE,43000,38,0,0
25000,11.86,B,9,RENT,53196,32,1,15354
1600,15.21,D,,RENT,57600,34,0,0
4300,7.9,A,4,MORTGAGE,30000,34,0,0
25000,,C,3,RENT,110000,26,1,11924
11400,9.63,A,0,MORTGAGE,137000,23,0,0
4200,9.25,B,5,MORTGAGE,38000,22,1,1855
1775,6.54,A,0,RENT,40000,21,0,0
8000,7.49,A,14,MORTGAGE,45000,28,0,0
7000,9.62,B,1,RENT,53800,39,1,5205
1000,6.76,A,4,MORTGAGE,20500,31,1,395
12000,9.91,B,3,MORTGAGE,65000,24,0,0
1500,12.69,B,0,RENT,20004,27,1,470
12000,6.99,A,6,RENT,70000,26,0,0
4000,14.22,C,0,RENT,12000,27,0,0
13750,,C,0,MORTGAGE,160000,26,1,7502
8000,11.14,B,4,RENT,60000,29,0,0
5000,10.99,B,23,RENT,52100,29,0,0
4375,12.69,B,0,RENT,15000,26,0,0
2300,11.11,B,0,RENT,25920,25,1,744
10000,6.92,A,9,MORTGAGE,73500,23,0,0
4800,,D,5,OWN,62000,40,0,0
24000,13.85,C,26,MORTGAGE,86400,22,0,0
10000,8,A,33,OWN,90000,25,1,4858
6000,9.99,B,0,RENT,52000,36,0,0
14000,16.29,D,3,MORTGAGE,61000,39,1,5622
2000,15.62,C,2,OWN,42000,36,0,0
20000,,E,4,MORTGAGE,88000,29,1,12628
3000,14.22,C,1,RENT,40000,24,0,0
3600,14.17,C,4,RENT,30000,23,0,0
8000,6.92,A,3,MORTGAGE,72000,36,0,0
2000,14.46,D,0,MORTGAGE,30000,21,1,1050
3000,10.74,B,31,OWN,153000,29,0,0
25000,17.19,E,2,RENT,74000,31,1,10412
1500,10.65,B,6,OWN,34056,21,1,980
12000,7.14,A,4,RENT,78000,26,0,0
13000,10.99,B,2,RENT,92250,29,1,7754
2500,16.29,D,2,RENT,22200,21,0,0
4000,,B,0,RENT,63000,37,0,0
7750,14.84,D,15,MORTGAGE,65619,27,1,3398
2000,7.29,A,,MORTGAGE,31200,22,1,883
18000,9.91,B,31,MORTGAGE,180000,46,0,0
25000,16.07,D,3,MORTGAGE,95004,31,0,0
4750,,C,4,OWN,24000,22,1,2480
6000,14.79,C,1,RENT,50000,25,1,2601
6400,9.62,B,0,OWN,53947,22,1,2878
6375,5.99,A,6,MORTGAGE,75000,26,0,0
5000,8.88,B,6,RENT,304800,53,1,2078
19400,13.49,C,4,RENT,55438,21,0,0
20000,14.59,D,0,RENT,107000,23,0,0
5000,8.88,B,0,RENT,30000,22,1,2273
2000,10.65,B,11,RENT,48000,31,1,926
6500,16.35,E,0,RENT,65000,28,1,2457
10000,16.89,D,10,RENT,40000,26,0,0
20400,10.37,B,6,RENT,69996,36,0,0
18000,9.88,B,5,MORTGAGE,85000,25,1,10751
4000,12.87,C,5,RENT,45000,21,1,1669
7000,,B,5,RENT,23460,25,0,0
5000,7.74,A,2,MORTGAGE,80000,29,0,0
6000,,A,1,MORTGAGE,48000,33,1,3253
14000,12.61,C,9,RENT,68000,29,0,0
25000,12.87,C,6,RENT,84000,36,0,0
10000,15.95,E,0,RENT,60000,22,1,4337
6000,13.22,C,7,MORTGAGE,41000,43,1,2406
14400,11.71,B,1,RENT,100000,25,0,0
1800,6.76,A,2,RENT,25200,27,1,768
5000,13.16,C,1,RENT,28968,27,0,0
2500,,B,5,RENT,55000,22,1,1382
5000,7.43,A,8,MORTGAGE,120000,29,1,2608
10000,12.99,C,0,RENT,50000,22,0,0
14000,7.91,A,5,RENT,45000,31,1,5879
7300,8,A,1,RENT,53600,25,0,0
8400,10.74,B,3,MORTGAGE,48250,32,0,0
3700,,B,4,RENT,76000,27,1,1831
1500,10.99,B,2,RENT,31500,25,1,638
5550,15.37,D,3,MORTGAGE,45300,23,1,2786
18000,10.99,B,12,MORTGAGE,119000,32,1,10848
18000,14.65,C,6,RENT,42000,29,0,0
15000,11.11,B,5,MORTGAGE,74000,32,0,0
10000,15.65,D,2,RENT,50000,25,1,6378
6800,11.99,B,2,RENT,55000.99,22,0,0
4000,12.53,B,4,RENT,55000,23,0,0
3250,10.99,B,0,OWN,12000,34,1,2348
7000,15.38,E,5,MORTGAGE,71000,40,1,3104
5000,15.45,E,0,RENT,40000,35,0,0
18500,12.87,C,3,RENT,62004,33,1,9163
2200,15.95,D,0,RENT,27996,22,0,0
7000,8.94,A,0,RENT,15090,22,1,3501
3600,15.23,C,,RENT,39996,70,1,1809
8000,10,B,6,RENT,68120,27,1,3704
10000,5.99,A,,RENT,60000,22,1,4733
4850,14.27,C,11,RENT,23000,22,1,2434
4500,14.42,D,4,MORTGAGE,34500,29,1,2725
1500,12.53,C,2,RENT,44004,29,1,816
30000,,D,3,RENT,77500,23,0,0
5000,,B,19,RENT,24000,21,1,2688
15000,14.27,C,3,MORTGAGE,35000,24,1,4820
10000,7.66,A,0,RENT,110000,34,0,0
7500,8.32,A,9,MORTGAGE,70000,24,0,0
7600,15.62,D,0,RENT,55000,22,1,3228
12500,6.91,A,1,RENT,65000,22,1,8339
3600,11.12,B,2,RENT,40000,24,0,0
9600,10.99,B,7,RENT,34000,28,0,0
5000,8.9,A,6,RENT,33000,29,0,0
15000,12.04,C,2,MORTGAGE,202000,38,0,0
15000,16.95,E,4,RENT,65004,22,0,0
5000,11.89,B,0,RENT,50000,37,1,1974
6250,12.69,B,7,OWN,25899,22,0,0
14000,16.29,D,7,OWN,85000,23,1,6229
32500,9.99,B,6,RENT,65000,24,0,0
25000,10.59,C,2,RENT,48000,27,1,13444
4000,10.37,B,3,MORTGAGE,35000,40,0,0
25000,18.3,F,21,RENT,84500,22,0,0
9000,14.59,D,,RENT,43200,28,0,0
10000,13.11,C,1,RENT,49571,26,0,0
7750,15.58,D,,MORTGAGE,24000,44,1,3435
35000,13.8,C,3,MORTGAGE,79000,22,0,0
19125,13.92,C,2,RENT,90200,21,0,0
9000,9.99,B,3,RENT,36000,23,1,3194
12000,10.99,B,5,MORTGAGE,115800,24,1,5266
12000,5.79,A,11,MORTGAGE,70000,25,0,0
6000,7.88,A,8,RENT,82000,26,0,0
5500,13.23,C,5,RENT,24000,30,0,0
5000,13.43,C,0,RENT,48000,44,0,0
14000,19.82,G,4,RENT,40000,27,0,0
12500,7.29,A,6,RENT,62000,22,1,4740
6400,7.51,A,10,MORTGAGE,25000,30,0,0
9000,7.14,A,11,RENT,140000,23,1,5355
10000,11.11,B,12,MORTGAGE,108000,44,0,0
6000,13.22,C,2,RENT,59363,32,1,3572
22750,6.91,A,1,OWN,42000,34,1,12083
3200,11.83,B,2,RENT,54731,24,1,1356
20000,11.11,B,0,MORTGAGE,120000,64,0,0
10000,,A,0,RENT,21120,32,0,0
10000,6.91,A,3,RENT,81004,30,1,3733
3000,,B,3,RENT,41000,25,0,0
10000,15.7,D,3,MORTGAGE,68500,23,0,0
7000,12.99,C,2,RENT,45000,43,1,2849
10000,9.63,A,13,MORTGAGE,90000,26,1,4977
3300,5.42,A,4,MORTGAGE,79100,23,0,0
9000,,C,22,RENT,46500,25,0,0
8000,10.25,B,12,MORTGAGE,100000,25,1,4953
11000,8.49,A,6,OWN,75000,25,0,0
20000,10.74,B,3,MORTGAGE,60000,26,1,10010
12000,9.38,A,11,MORTGAGE,135000,24,0,0
10000,7.88,A,5,MORTGAGE,62000,26,0,0
3000,7.88,A,6,MORTGAGE,185000,24,1,1222
5000,11.71,B,2,RENT,35000,22,1,1788
6000,6.03,A,21,MORTGAGE,80000,25,0,0
8700,12.99,C,6,MORTGAGE,102000,33,0,0
5000,7.51,A,4,MORTGAGE,50000,22,1,2662
10000,13.49,C,2,MORTGAGE,70000,24,0,0
10000,16.49,D,1,OWN,60000,25,0,0
6000,7.88,A,3,MORTGAGE,66000,23,1,2187
6000,7.49,A,3,RENT,13440,25,1,3507
2000,13.61,C,1,RENT,26496,23,1,1132
4500,7.14,A,5,RENT,36000,24,0,0
25000,10.25,B,11,MORTGAGE,150000,25,1,12441
3500,12.98,C,3,RENT,44000,27,0,0
5000,,A,16,OWN,67068.42,27,0,0
10625,13.47,C,12,MORTGAGE,34000,27,0,0
2500,12.53,C,7,RENT,20000,31,1,1378
6500,6.03,A,5,OWN,42000,23,1,4503
8000,6.17,A,1,RENT,35000,34,0,0
8000,11.49,B,0,RENT,79000,24,1,4827
10000,7.51,A,9,MORTGAGE,60000,38,0,0
12800,5.79,A,0,MORTGAGE,50000,22,0,0
5000,9.99,B,9,MORTGAGE,65000,21,1,2181
12000,9.88,B,3,MORTGAGE,40000,23,0,0
10000,7.51,A,4,RENT,33078,32,0,0
4200,7.29,A,12,OWN,32700,24,1,2007
6000,10.59,B,0,RENT,19200,24,1,3319
6000,7.9,A,4,MORTGAGE,76486.08,26,0,0
10000,,C,3,RENT,84000,25,1,4752
5000,12.61,C,3,RENT,70000,44,1,2294
30000,11.11,B,2,MORTGAGE,129996,23,1,12903
15000,10.38,B,7,MORTGAGE,70000,56,1,7758
3000,16.32,D,4,RENT,30000,21,0,0
8000,18.21,F,3,MORTGAGE,75000,31,0,0
16750,14.26,C,7,MORTGAGE,48000,26,1,6938
5000,13.23,C,4,RENT,75000,50,0,0
3200,16,E,0,RENT,20000,23,0,0
2500,11.71,B,13,MORTGAGE,67000,23,0,0
6000,8.94,A,5,RENT,40000,23,0,0
12000,11.71,B,14,MORTGAGE,200000,26,1,5499
