loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
7300,9.45,B,5,RENT,41400,26
6000,10.36,B,5,MORTGAGE,65000,29
2700,9.7,B,1,RENT,51000,25
7125,9.99,B,4,MORTGAGE,75000,21
14000,6.54,A,2,RENT,50000,28
10200,16.89,D,0,RENT,70000,28
20000,15.65,D,8,RENT,97200,22
12000,9.62,B,15,MORTGAGE,65061,29
6350,12.92,D,1,RENT,80415,23
6000,7.66,A,4,RENT,18200,22
6000,7.49,A,4,RENT,65000,32
12800,6.92,A,11,MORTGAGE,100000,30
3300,,A,1,RENT,40000,39
8000,7.9,A,1,RENT,40000,22
2500,7.68,A,14,MORTGAGE,44000,39
12000,,B,3,MORTGAGE,50000,24
10000,11.89,B,15,RENT,85000,23
8600,13.11,C,3,MORTGAGE,112500,24
6000,14.79,C,8,RENT,37008,36
13650,14.42,D,2,RENT,63936,28
35000,15.62,D,15,RENT,80000,28
3000,13.85,C,,RENT,36132,38
13000,,A,17,MORTGAGE,35328,28
24250,14.22,C,19,MORTGAGE,198000,22
11000,10.38,B,0,RENT,42000,29
5600,10.37,B,6,MORTGAGE,56000,21
1200,13.92,C,0,MORTGAGE,27600,23
1800,14.91,D,11,RENT,50000,39
15000,20.25,F,6,RENT,50880,32
10400,9.99,B,3,OWN,52000,35
3500,9.99,B,6,RENT,47000,25
8000,10.59,B,9,MORTGAGE,48000,26
2975,5.99,A,3,MORTGAGE,30000,35
8400,9.99,B,0,MORTGAGE,37308,22
23000,12.18,B,5,RENT,112000,31
6000,11.36,B,3,OWN,65000,24
6000,,C,9,MORTGAGE,80000,36
15000,11.11,B,14,MORTGAGE,90000,29
11500,,A,3,RENT,68298,24
10000,13.49,C,2,MORTGAGE,70000,24
10000,11.86,B,2,RENT,48000,25
5100,11.89,B,6,RENT,28000,26
5000,11.72,C,1,MORTGAGE,60000,46
6000,15.23,C,13,RENT,65000,25
8400,15.62,D,5,RENT,62004,22
10000,,D,6,MORTGAGE,70000,26
7000,10.65,B,5,RENT,36000,23
8000,7.51,A,2,MORTGAGE,52780,23
30000,16.77,D,0,MORTGAGE,100000,30
10000,13.79,C,5,MORTGAGE,47000,24
12000,16.45,E,2,MORTGAGE,30000,23
10000,5.42,A,6,MORTGAGE,99996,28
24000,15.28,D,3,MORTGAGE,125000,26
12800,14.35,C,6,RENT,64000,23
4900,9.91,B,8,RENT,43000,27
15000,7.9,A,7,MORTGAGE,60000,23
1200,9.62,B,2,RENT,30000,21
13000,15.33,D,14,MORTGAGE,57000,26
13000,5.79,A,9,OWN,35556,24
9750,10.99,B,5,MORTGAGE,39800,23
16000,12.42,B,11,MORTGAGE,120000,29
5000,11.49,B,,MORTGAGE,38400,22
4000,,A,,RENT,40000,25
8000,7.49,A,0,RENT,50000,23
20000,7.88,A,6,OWN,85000,27
12000,10.99,B,1,RENT,42000,31
17700,11.49,B,12,RENT,65000,22
35000,16.77,D,14,OWN,100000,23
7000,6.99,A,1,RENT,150000,52
18000,10.38,B,3,MORTGAGE,142000,28
20000,10.59,C,0,MORTGAGE,108000,29
5500,6.54,A,5,RENT,50000,39
8000,14.96,D,11,OWN,35004,24
2500,6.76,A,5,RENT,22406,26
2500,,A,,MORTGAGE,103000,22
8000,11.89,B,2,RENT,40000,31
14000,9.91,B,8,MORTGAGE,103000,31
5050,16.89,D,8,RENT,40000,26
4500,10.83,B,21,MORTGAGE,60000,30
5600,12.53,C,0,MORTGAGE,50000,35
10000,8.32,A,4,RENT,39948,22
3000,9.32,A,1,RENT,225000,26
5000,12.92,D,2,RENT,39996,24
8000,6.03,A,13,RENT,35000,24
20000,11.48,B,11,OTHER,192000,36
3500,12.61,C,1,RENT,57000,22
22000,11.36,B,5,MORTGAGE,45000,31
18000,16.32,D,3,RENT,60000,22
4500,9.99,B,7,RENT,36000,31
4000,10.74,B,1,RENT,39000,27
7500,13.47,C,1,RENT,26300,38
9000,5.99,A,7,OWN,69000,23
12000,10.36,B,5,MORTGAGE,124000,24
10000,5.99,A,5,MORTGAGE,62000,29
12000,11.12,B,2,RENT,33600,21
15000,16,D,7,RENT,96000,26
10000,11.14,B,5,RENT,80000,24
3800,7.29,A,2,RENT,13200,32
10000,15.58,D,3,RENT,65000,23
2000,12.69,B,,MORTGAGE,48000,24
18000,11.71,B,2,MORTGAGE,52000,24
12000,10.62,B,2,RENT,90000,32
5000,14.27,C,4,MORTGAGE,85000,40
6000,15.96,C,5,RENT,98000,51
9600,11.48,B,4,RENT,58327,29
2800,14.65,C,5,RENT,86400,24
16000,17.27,D,18,RENT,63336,22
7800,9.88,B,10,MORTGAGE,33000,21
3250,13.23,C,12,MORTGAGE,68000,28
22000,17.19,E,7,RENT,62000,26
5000,14.11,D,3,OWN,25740,27
2400,7.66,A,5,RENT,44000,25
10000,11.86,B,15,RENT,54316,26
10000,11.48,B,2,RENT,44796,23
4000,6.92,A,2,RENT,50004,22
16000,13.61,C,8,MORTGAGE,75000,22
12000,12.42,B,24,RENT,88000,26
9250,6.54,A,1,RENT,25716,25
7000,13.72,C,7,RENT,21000,29
6000,14.59,D,0,MORTGAGE,23920,25
5000,14.26,C,5,RENT,81996,28
11000,6.92,A,9,MORTGAGE,117000,22
4000,14.54,D,1,RENT,35000,25
5000,7.88,A,21,RENT,10800,24
5000,11.86,B,8,MORTGAGE,80000,46
6500,13.61,C,4,MORTGAGE,53124,22
10000,12.53,C,1,MORTGAGE,58200,22
5000,6.54,A,4,RENT,36480,25
5000,11.12,B,0,RENT,30159.96,23
2800,10.25,B,8,RENT,40000,24
5200,13.06,C,4,RENT,45000,35
3000,10.65,B,15,RENT,51600,24
13200,11.48,B,5,MORTGAGE,42200,28
8000,6.62,A,,MORTGAGE,36000,26
5500,11.99,B,20,RENT,57600,26
15000,11.26,B,2,OTHER,60000,31
2800,13.04,C,1,RENT,67000,27
20000,,B,29,MORTGAGE,54538,37
4400,12.42,B,5,RENT,24000,53
8000,14.72,C,2,RENT,65000,23
9000,13.35,C,12,RENT,56000,23
2800,8.49,A,6,OWN,40000,24
5000,7.14,A,11,MORTGAGE,54000,26
4000,14.96,D,27,RENT,45000,23
12000,12.99,C,16,MORTGAGE,180000,29
7500,15.62,D,18,RENT,45000,25
10800,10.75,B,15,MORTGAGE,100800,24
20000,13.85,C,11,MORTGAGE,181000,37
15000,13.47,C,9,MORTGAGE,121900,29
11000,7.49,A,4,OWN,45000,24
4800,13.8,C,0,RENT,38790,22
8000,10.99,B,5,RENT,82000,26
1600,15.23,C,2,OWN,57068,26
4400,5.42,A,2,MORTGAGE,71000,26
6250,10.25,B,33,MORTGAGE,28800,25
1000,10.99,B,0,RENT,24000,21
6000,14.22,C,4,RENT,52000,23
1000,13.43,C,,RENT,10140,21
15000,6.99,A,,OWN,72000,23
10000,9.63,A,4,RENT,100000,29
25000,,C,3,MORTGAGE,200000,35
2100,6.62,A,6,MORTGAGE,61000,22
6000,7.68,A,17,MORTGAGE,95000,23
15000,15.96,C,8,MORTGAGE,106000,35
8000,,B,24,RENT,55550,23
15000,10.59,B,9,RENT,105000,31
12000,12.69,B,4,MORTGAGE,32000,28
13000,6.92,A,0,RENT,52680,45
4000,10.65,B,0,RENT,12000,21
12000,,C,8,MORTGAGE,70000,33
10000,,D,17,MORTGAGE,78000,33
1000,7.49,A,7,RENT,45000,21
8000,17.39,E,15,MORTGAGE,72400,25
2400,9.62,B,,OWN,76800,29
9600,7.49,A,10,MORTGAGE,38000,35
14000,7.88,A,2,OWN,47000,41
34000,14.79,C,2,MORTGAGE,250000,37
20000,6.54,A,4,MORTGAGE,95000,29
7500,,A,0,MORTGAGE,42000,29
10000,14.84,D,1,RENT,25320,42
4000,6.62,A,5,MORTGAGE,97000,26
11325,10.65,B,7,MORTGAGE,25920,22
8000,15.33,D,3,RENT,45000,26
4500,,C,17,RENT,54396,26
9000,6.62,A,5,MORTGAGE,84191,26
23475,11.58,B,0,RENT,90000,29
1000,14.61,D,22,MORTGAGE,42588,21
6000,,A,1,RENT,80000,22
13600,13.57,C,5,RENT,33736.32,30
4000,,A,0,RENT,40860,31
4800,5.42,A,3,MORTGAGE,53004,25
1200,6.76,A,3,RENT,30000,33
3000,14.84,D,4,MORTGAGE,62000,29
13000,13.57,C,9,MORTGAGE,112000,27
5400,12.42,B,6,MORTGAGE,40000,24
10000,9.99,B,3,RENT,53000,22
7200,12.69,B,7,RENT,48000,22
8000,7.49,A,0,MORTGAGE,57192,21
12000,11.48,B,0,RENT,30000,25
12375,10.91,C,2,RENT,80000,25
4000,5.42,A,3,MORTGAGE,60000,24
16000,11.12,B,5,RENT,100000,24
20500,12.53,B,5,RENT,40934.4,35
1250,13.23,C,4,RENT,195000,32
18500,7.66,A,2,RENT,38000,22
7000,7.88,A,11,RENT,52000,26
6000,12.29,C,8,MORTGAGE,36000,26
5000,12.69,B,2,MORTGAGE,70000,41
15500,14.65,C,12,MORTGAGE,63000,27
1500,,C,9,RENT,27996,30
6000,7.51,A,2,MORTGAGE,57000,30
4000,7.75,A,2,RENT,24000,25
5600,10.62,B,7,RENT,48000,24
25000,10.59,B,4,MORTGAGE,70000,23
5500,7.49,A,8,MORTGAGE,57000,35
12000,13.49,C,0,RENT,48000,25
3750,15.62,D,14,MORTGAGE,480000,33
7500,10.99,B,8,MORTGAGE,85000,27
8000,17.74,E,0,RENT,40000,36
10000,,A,1,RENT,60000,25
14000,16.89,D,1,RENT,122400,30
8000,11.14,B,8,MORTGAGE,125000,28
10000,12.42,B,3,RENT,78000,22
3575,11.49,B,0,MORTGAGE,50000,29
5400,10.99,B,3,MORTGAGE,50000,23
5000,12.18,B,15,MORTGAGE,68000,33
8000,12.84,C,2,MORTGAGE,30000,29
12000,13.11,C,4,MORTGAGE,118000,23
4000,12.21,B,1,RENT,45000,26
20000,14.22,C,12,MORTGAGE,216000,26
1000,14.65,C,,RENT,11820,23
1500,10.36,B,5,MORTGAGE,40000,41
5000,9.32,A,2,RENT,58979.28,26
10000,12.21,B,2,RENT,48000,26
12000,7.9,A,22,MORTGAGE,50000,22
4000,10.99,B,18,MORTGAGE,96000,31
25000,7.51,A,5,MORTGAGE,90111,30
10300,15.99,D,7,MORTGAGE,100000,24
10000,7.49,A,12,MORTGAGE,65000,23
16000,10,B,2,RENT,45000,35
20000,12.41,C,15,RENT,38000,36
24000,,C,13,MORTGAGE,86500,47
8500,,B,15,MORTGAGE,55000,25
6000,9.91,B,1,RENT,57600,29
9200,13.43,C,16,MORTGAGE,64260,22
1000,7.51,A,6,MORTGAGE,25000,21
12000,6.62,A,13,MORTGAGE,56000,33
1500,14.17,C,7,RENT,28000,23
14125,,A,10,MORTGAGE,48000,23
13000,10.75,B,19,MORTGAGE,130000,28
1275,15.23,C,2,OWN,20400,21
4500,7.14,A,5,RENT,54100,24
23000,11.99,B,11,MORTGAGE,84000,23
24000,12.73,C,25,OWN,175000,35
10000,7.51,A,5,RENT,97850,24
15000,10.99,B,4,MORTGAGE,87000,29
3500,7.9,A,6,RENT,63945,27
1600,10.59,B,8,MORTGAGE,36000,31
12200,15.28,D,4,MORTGAGE,51600,30
5000,14.59,D,2,RENT,42000,24
21000,12.84,C,2,MORTGAGE,68000,23
13000,9.63,A,23,MORTGAGE,45000,29
20000,,C,1,MORTGAGE,118560,45
4500,7.88,A,7,OWN,19200,26
5000,7.9,A,2,RENT,54000,32
5500,9.38,A,7,RENT,56000,22
18000,9.88,B,,RENT,36000,21
3500,,C,5,OWN,39996,22
10000,6.03,A,9,MORTGAGE,51000,23
6400,7.29,A,0,MORTGAGE,50000,22
25000,16.32,D,6,MORTGAGE,120000,31
3000,6.03,A,6,MORTGAGE,80000,25
12000,7.88,A,1,MORTGAGE,50000,31
12000,12.42,B,0,MORTGAGE,35000,23
4000,12.69,B,6,MORTGAGE,42000,22
12000,11.99,B,5,MORTGAGE,112000,23
10000,14.27,C,7,RENT,90000,27
19000,14.61,D,1,MORTGAGE,88200,22
12000,10,B,11,MORTGAGE,136000,32
3000,6.92,A,3,MORTGAGE,37200,33
4800,5.42,A,3,RENT,35000,22
4000,5.42,A,3,RENT,27600,22
6000,13.22,C,7,MORTGAGE,41000,43
7000,8.88,B,3,RENT,35000,29
6950,9.91,B,2,RENT,43000,32
21600,13.92,C,2,OWN,95000,41
12000,,B,3,RENT,61000,24
9500,12.69,B,5,MORTGAGE,52000,23
5100,7.9,A,5,RENT,53000,24
3500,12.99,C,5,MORTGAGE,24091.68,23
10000,13.48,C,2,RENT,50000,28
8000,9.88,B,6,MORTGAGE,55000,23
10000,9.91,B,15,RENT,60000,25
4000,7.9,A,7,MORTGAGE,57886,27
6400,12.87,C,6,MORTGAGE,125000,29
11000,5.79,A,5,MORTGAGE,64800,24
12000,10.37,B,3,RENT,47000,25
1000,15.65,D,2,RENT,16000,21
10000,11.86,B,3,RENT,75000,23
4000,5.42,A,1,RENT,65000,24
13200,13.49,C,6,RENT,70000,32
21000,11.99,B,24,MORTGAGE,215662,28
12000,12.53,C,14,MORTGAGE,66504,26
10000,10.25,B,2,RENT,39000,35
10000,6.54,A,19,MORTGAGE,100000,24
2500,7.66,A,2,RENT,121000,26
16000,,B,6,MORTGAGE,50000,37
3000,6.91,A,,OWN,24000,28
12000,10.65,B,0,RENT,95000,26
6500,13.22,C,12,OWN,62500,24
4000,18.07,D,16,MORTGAGE,40000,36
12000,13.72,C,16,MORTGAGE,56650,36
7750,7.14,A,19,MORTGAGE,53000,22
2000,15.62,D,4,MORTGAGE,45000,25
10000,13.06,C,7,RENT,50911.2,32
8000,10.36,B,7,RENT,86502,26
6200,,B,2,RENT,24996,35
6600,9.91,B,1,MORTGAGE,100000,24
14700,12.29,C,8,RENT,37200,25
3600,14.11,D,3,RENT,30000,32
9200,12.84,C,2,RENT,50004,37
8000,,F,2,RENT,38376,28
1500,11.49,B,1,MORTGAGE,55000,23
6500,8.94,A,4,RENT,67275,30
15000,10.95,B,0,MORTGAGE,80000,31
1500,12.61,C,4,RENT,14400,34
12000,10.65,B,22,RENT,55000,25
4775,11.14,B,4,MORTGAGE,51000,36
12700,14.27,C,3,RENT,23000,23
20000,,D,4,MORTGAGE,170000,28
14000,13.23,C,4,MORTGAGE,64000,22
3000,,A,1,RENT,93000,33
35000,11.49,B,3,RENT,165000,28
25000,11.36,B,12,MORTGAGE,82000,32
20000,7.49,A,13,MORTGAGE,99996,23
3500,11.36,B,0,RENT,46344,29
6850,,B,6,RENT,42000,25
5000,14.17,C,3,RENT,43200,24
13000,6.92,A,2,MORTGAGE,54000,25
3000,10.25,B,3,RENT,121000,29
6400,9.64,B,1,RENT,60000,37
7500,12.18,B,6,MORTGAGE,80000,31
6000,10.62,B,2,MORTGAGE,60000,21
20000,12.18,B,12,MORTGAGE,106226,25
12000,13.49,D,1,RENT,55000,25
10000,15.99,D,4,RENT,110000,31
3600,14.27,C,17,RENT,106000,27
2400,10.25,B,1,RENT,21360,30
8400,11.99,B,11,MORTGAGE,65454,25
4500,6.39,A,5,MORTGAGE,47748,22
7000,9.99,B,6,OWN,28000,23
9000,10.65,B,14,MORTGAGE,104000,23
10000,9.32,A,2,OWN,56004,26
15000,11.72,C,2,RENT,200000,28
8500,11.36,B,1,RENT,44000,30
6800,12.84,C,4,RENT,20000,30
4000,12.61,C,3,RENT,50000,23
17000,17.74,E,3,MORTGAGE,64800,34
15000,13.11,C,6,RENT,76000,26
9250,12.87,C,1,RENT,27456,24
6400,,B,4,RENT,90000,34
9000,7.49,A,34,MORTGAGE,96000,22
25000,16.32,E,9,MORTGAGE,85000,24
10000,6.99,A,1,MORTGAGE,57000,27
7500,5.42,A,,OWN,40000,23
12000,7.49,A,8,OWN,80000,24
15000,9.99,B,4,MORTGAGE,199000,25
10000,11.26,B,1,MORTGAGE,34000,25
5600,14.96,D,1,RENT,45000,22
12000,,B,1,MORTGAGE,132000,25
5000,14.74,D,3,RENT,50000,24
10000,13.23,C,4,RENT,92652,26
6000,5.42,A,2,MORTGAGE,45100,28
18000,10.99,B,3,OWN,76000,23
20000,13.57,C,0,RENT,90000,23
20000,13.47,C,3,MORTGAGE,160000,25
7000,15.21,D,5,MORTGAGE,57000,26
5000,5.42,A,6,RENT,60000,41
35000,16.89,D,12,OWN,115000,24
15000,13.49,C,4,RENT,60000,35
2000,13.99,C,2,OWN,35000,34
8000,7.9,A,1,RENT,40000,31
22000,10.25,B,,MORTGAGE,72000,28
13600,9.99,B,5,RENT,57840,25
7800,,D,7,MORTGAGE,36996,24
6000,5.79,A,6,MORTGAGE,51000,22
7000,13.23,C,0,RENT,40040,24
3200,,C,5,MORTGAGE,96000,40
4400,6.62,A,,OWN,49000,29
8400,13.92,C,2,RENT,33280,37
6025,9.63,B,7,RENT,42000,23
12250,13.61,C,2,RENT,35000,21
6000,,A,2,RENT,62000,25
5000,13.98,C,3,RENT,98000,27
25000,6.62,A,6,RENT,80000,24
6000,6.91,A,6,MORTGAGE,26400,27
6000,5.42,A,7,MORTGAGE,70000,32
6000,9.99,B,0,RENT,52000,36
20000,13.49,C,6,RENT,75000,28
10000,12.18,B,0,RENT,40000,25
10000,16.49,D,6,MORTGAGE,48200,27
4500,10.59,B,1,MORTGAGE,42000,26
4500,6.76,A,2,MORTGAGE,41600,30
21600,7.9,A,20,RENT,112140,24
4975,5.79,A,16,MORTGAGE,48000,29
16000,14.74,D,4,MORTGAGE,50000,22
5600,11.86,B,2,OWN,50000,22
18000,7.88,A,0,MORTGAGE,95000,28
1500,12.99,C,2,RENT,26000,29
12000,7.49,A,6,MORTGAGE,65000,31
7350,11.71,B,1,RENT,33000,24
14000,12.84,C,4,MORTGAGE,60000,34
9600,5.99,A,5,MORTGAGE,87292,26
1000,9.63,A,2,RENT,30000,26
9000,5.79,A,6,MORTGAGE,52000,24
1500,11.12,B,17,RENT,31200,25
14000,6.03,A,0,RENT,90000,26
2500,,E,2,RENT,14400,22
16000,12.21,B,5,MORTGAGE,86000,23
15000,11.34,C,0,RENT,84000,23
6000,12.99,C,0,MORTGAGE,62000,36
6400,10.71,B,0,RENT,55000,25
15000,,A,20,MORTGAGE,55000,23
10000,7.88,A,0,RENT,50000,22
5000,11.58,B,2,RENT,48000,27
12500,11.71,B,5,RENT,80000,29
12800,5.99,A,6,MORTGAGE,65000,22
25000,11.83,B,16,MORTGAGE,98000,24
5000,,C,16,MORTGAGE,45000,24
9000,12.84,C,2,RENT,45000,31
8400,,C,8,RENT,90000,26
8400,8.94,A,0,RENT,41000,22
10000,7.74,A,13,MORTGAGE,70000,24
10000,9.07,A,20,MORTGAGE,62004,23
3225,5.79,A,0,MORTGAGE,78000,38
20000,11.11,B,5,MORTGAGE,110000,45
20000,14.74,D,4,RENT,72000,24
25000,15.7,D,3,RENT,47000,27
4200,14.26,C,18,RENT,61512,27
10150,11.97,C,0,MORTGAGE,90096,23
4000,12.99,C,9,MORTGAGE,75000,26
8500,,D,2,MORTGAGE,42996,23
21000,19.41,F,3,RENT,40000,35
22750,11.36,B,5,RENT,58600,22
2000,12.84,C,3,RENT,70000,26
2000,11.49,B,12,MORTGAGE,70000,22
4800,6.99,A,12,MORTGAGE,76176,29
5000,8.49,A,8,MORTGAGE,80476.97,22
6600,11.49,B,0,RENT,26240,37
2500,15.65,D,7,RENT,45996,27
8000,11.49,B,9,RENT,54590,27
13000,8.94,A,9,RENT,52128,22
14100,12.98,C,13,MORTGAGE,62400,36
3000,5.42,A,,MORTGAGE,16908,36
8000,7.51,A,2,RENT,68500,37
3200,7.88,A,2,RENT,36000,30
20000,12.21,B,0,RENT,60000,27
2500,11.89,B,1,RENT,115000,32
15850,14.26,C,8,MORTGAGE,50000,49
24000,10.65,B,15,RENT,45000,40
4500,10.59,B,3,RENT,19600,34
10000,8.59,A,0,RENT,25000,22
15000,11.11,B,3,MORTGAGE,32000,25
12800,13.48,C,2,RENT,46000,35
2100,14.83,D,0,RENT,14400,22
18500,7.9,A,8,MORTGAGE,36000,22
6000,13.72,C,3,RENT,41496,33
5800,7.88,A,3,RENT,45000,22
7000,16.77,D,1,RENT,45000,23
13750,14.96,D,12,RENT,53591,22
5000,16.35,E,9,MORTGAGE,82640,30
12000,11.36,B,7,MORTGAGE,26000,28
18000,12.42,B,20,MORTGAGE,170000,29
4000,7.88,A,2,RENT,56800,28
2100,12.21,B,0,RENT,24000,22
2450,,D,1,RENT,16000,26
2000,11.49,B,3,RENT,50000,40
3000,8.94,A,0,MORTGAGE,22800,22
10000,18.64,E,8,RENT,94000,24
6000,9.99,B,5,MORTGAGE,46800,27
8000,14.61,D,0,RENT,115000,28
5000,,A,2,RENT,60000,23
2500,13.98,C,5,MORTGAGE,42000,29
20000,16.89,D,5,RENT,79000,23
12375,11.49,B,17,MORTGAGE,56000,25
2000,12.84,C,4,RENT,15000,48
6075,8.49,A,6,MORTGAGE,28800,24
21000,11.48,B,4,MORTGAGE,75000,26
5675,,A,0,RENT,66500,23
2500,13.57,C,1,RENT,36000,31
11425,7.51,A,7,RENT,52500,27
16000,11.58,B,1,RENT,300000,29
2500,12.99,C,2,RENT,68004,29
30000,17.99,E,6,RENT,79000,26
6000,10.74,B,4,MORTGAGE,32004,33
10000,16.4,E,4,RENT,100000,24
10000,7.88,A,17,RENT,65004,28
2000,6.03,A,3,MORTGAGE,62000,22
3250,6.39,A,11,MORTGAGE,36000,24
12000,14.26,C,1,RENT,63000,25
1750,13.61,C,3,MORTGAGE,38400,21
1200,12.69,B,8,RENT,34000,21
5000,14.84,D,4,RENT,58800,25
3500,11.71,B,0,RENT,33000,21
8000,13.49,C,3,MORTGAGE,132000,41
13000,10.25,B,3,RENT,37000,24
4000,18.39,E,7,OWN,68400,25
15600,,C,3,RENT,53000,37
17475,11.99,B,1,RENT,45000,27
2875,11.71,B,6,RENT,17000,27
6600,12.68,C,0,RENT,21600,24
10000,9.91,B,,RENT,21600,24
3500,9.99,B,1,MORTGAGE,28800,24
7700,11.71,B,3,MORTGAGE,46000,41
10000,11.36,B,14,MORTGAGE,88800,26
3000,10.65,B,4,RENT,40000,28
12500,,A,8,MORTGAGE,85000,22
12000,8.94,A,0,RENT,43200,27
2800,,C,4,MORTGAGE,25000,21
3000,7.51,A,7,OWN,42000,24
7500,6.76,A,1,MORTGAGE,59436,25
7000,13.47,C,20,MORTGAGE,92000,23
7000,13.98,C,1,RENT,32400,24
10100,11.49,B,5,RENT,50400,38
4000,11.49,B,3,RENT,34500,23
15000,15.58,D,3,MORTGAGE,140000,23
3000,15.7,D,1,RENT,40000,28
16000,10.59,B,15,RENT,45000,22
14400,5.79,A,22,MORTGAGE,125000,29
12000,12.49,D,9,OWN,75000,23
5000,,C,0,RENT,30000,23
3200,8,A,2,RENT,30000,25
17000,11.89,B,0,MORTGAGE,45000,25
25000,,B,28,RENT,54996,22
12000,7.49,A,12,RENT,48609.6,22
20000,8.9,A,13,MORTGAGE,80000,31
15000,10,B,4,MORTGAGE,81500,23
4000,12.73,C,2,RENT,48000,24
14500,11.49,B,3,RENT,55500,24
12000,12.69,B,5,RENT,80000,24
8000,15.65,D,0,MORTGAGE,60000,24
5000,12.99,C,0,RENT,50000,28
12000,9.91,B,2,RENT,42000,24
8000,7.14,A,9,RENT,39996,39
17000,12.18,B,19,MORTGAGE,63504,27
14000,10.38,B,3,RENT,76254.38,32
3000,10.99,B,1,RENT,94000,39
1600,11.36,B,4,MORTGAGE,25000,33
24000,14.96,D,3,RENT,72000,27
25000,18.53,F,1,MORTGAGE,120000,24
5000,7.14,A,6,MORTGAGE,40113,24
10000,14.27,C,3,RENT,65000,30
4000,5.42,A,6,OWN,50000,29
1000,7.37,A,12,OWN,77367,29
10000,11.71,B,2,RENT,21000,21
3000,8,A,0,RENT,23000,24
17000,11.71,B,22,MORTGAGE,101000,25
3000,6.03,A,,RENT,18072,32
14000,6.92,A,14,RENT,37000,22
3000,13.57,C,3,RENT,27600,28
5000,9.63,B,2,RENT,31100,29
12000,15.95,D,1,RENT,57840,23
6000,8.94,A,5,RENT,40000,23
7000,11.58,B,4,RENT,40000,23
3000,13.48,C,12,MORTGAGE,33600,30
9175,10.99,B,15,OWN,25000,32
6000,9.25,B,5,OWN,40000,22
6000,14.17,C,24,RENT,50000,25
1600,6.39,A,0,RENT,28150,22
7500,7.9,A,5,RENT,50000,21
24000,10.99,B,5,MORTGAGE,76000,22
7000,10.08,B,8,MORTGAGE,100000,31
8900,10,B,3,RENT,116400,31
9550,7.49,A,1,RENT,70446.2,24
7500,11.83,B,4,RENT,75000,23
14400,,C,12,MORTGAGE,57000,21
7000,6.62,A,5,MORTGAGE,43000,21
7500,6.03,A,0,RENT,55000,24
20000,11.48,B,7,RENT,62400,25
3600,7.29,A,1,RENT,36000,24
5000,6.17,A,4,MORTGAGE,85000,25
6850,7.14,A,1,RENT,60000,22
10000,10.75,B,3,RENT,38004,22
10000,10.75,B,3,MORTGAGE,49500,31
4025,5.42,A,,MORTGAGE,21600,22
12000,13.84,C,1,RENT,60000,30
5000,11.83,B,2,RENT,36000,32
3000,6.91,A,0,RENT,50000,23
4500,13.49,C,3,OWN,55000,27
12000,,C,7,OWN,87500,21
30000,10.65,B,11,MORTGAGE,500000,23
1800,8.32,A,2,RENT,31000,25
11200,5.42,A,3,MORTGAGE,31200,25
25000,10.36,B,5,MORTGAGE,78456,42
12000,7.49,A,1,RENT,73000,25
13650,10.99,B,25,MORTGAGE,50000,29
15000,9.99,B,22,MORTGAGE,65000,28
4000,,C,0,RENT,39996,29
9425,13.49,C,8,RENT,45000,22
10000,7.74,A,3,MORTGAGE,51000,26
20800,11.48,B,13,OWN,140000,36
7500,7.66,A,4,RENT,60000,23
12000,11.26,B,4,RENT,58000,32
2000,9.99,B,12,RENT,51600,30
6300,7.14,A,5,MORTGAGE,69930,33
15000,14.42,D,2,RENT,57500,33
12000,10.38,B,2,MORTGAGE,200000,25
5000,8.94,A,26,MORTGAGE,88000,28
11200,10.59,B,2,RENT,45000,23
8000,10.74,B,14,MORTGAGE,103000,24
14000,12.18,B,1,MORTGAGE,56000,30
7750,,C,2,RENT,23000,22
18000,13.22,C,7,MORTGAGE,130000,29
3000,15.62,D,7,MORTGAGE,61000,24
15000,11.26,B,42,MORTGAGE,92000,23
6575,13.49,C,5,RENT,36000,27
7500,8,A,4,OTHER,125000,23
15000,8.49,A,3,MORTGAGE,56000,24
5600,10.65,B,6,MORTGAGE,35000,40
4000,12.53,B,2,RENT,35004,28
8000,13.11,C,7,RENT,55000,23
12000,14.65,C,29,RENT,66000,23
12000,9.99,B,1,MORTGAGE,33600,25
4000,10.91,C,0,RENT,14400,22
7000,,A,3,RENT,65000,26
8000,13.11,C,8,RENT,87000,45
10000,12.69,B,,MORTGAGE,98000,27
10000,,B,6,MORTGAGE,80000,25
10000,16.11,C,4,RENT,42000,30
5500,12.73,C,13,RENT,56000,27
5000,7.49,A,17,MORTGAGE,225000,35
5600,13.85,C,0,RENT,52000,28
5000,6.03,A,3,RENT,32000,26
14000,17.49,D,18,RENT,41340,22
8000,9.91,B,4,RENT,47000,21
9000,6.62,A,4,MORTGAGE,125000,32
8000,14.72,C,8,RENT,60000,22
8000,16.49,D,26,RENT,116664,24
17600,10.74,B,4,RENT,65500,22
10000,7.49,A,20,MORTGAGE,68000,22
20000,13.04,C,0,RENT,53004,33
10000,10.37,B,3,RENT,115000,25
6000,5.42,A,1,RENT,165996,35
7300,9.32,A,4,MORTGAGE,30000,34
6000,7.49,A,29,MORTGAGE,150000,32
8500,13.23,C,23,MORTGAGE,26400,26
2500,5.79,A,8,RENT,40000,30
7000,11.49,B,2,RENT,72000,28
12000,11.71,B,3,RENT,46000,22
7000,12.69,B,8,RENT,49000,31
25000,17.8,F,23,MORTGAGE,80000,36
4000,10.38,B,0,RENT,37400,32
8000,14.26,C,6,RENT,53000,23
